ASSESSMENT_UNIT_ID,PARAM_NAME,PARAM_USE_NAME,PARAM_STATUS_NAME,PARAM_ATTAINMENT_CODE,PARAM_TREND,PARAM_COMMENT,PARAM_AGENCY_CODE,PARAM_POLLUTANT_INDICATOR,PARAM_YEAR_LISTED,PARAM_TARGET_TMDL_DATE,PARAM_EXPECTED_TO_ATTAIN,PARAM_PRIORITY_RANKING,PARAM_CONSENT_DECREE_CYCLE,PARAM_ALT_LISTING_ID,PARAM_STATE_IR_CAT,PARAM_ORG_QUALIFIER_FLAG,PARAM_DELISTING_REASON,PARAM_DELISTING_COMMENT,PARAM_DELISTING_AGENCY
IL_ATFIA-MC-A2,FLOW ALTERATION-CHANGES IN DEPTH AND FLOW VELOCITY,Aquatic Life,Cause,Not meeting threshold,,,S,N,,,,,,,,ObservGuideline,,,
IL_ATFIA-MC-A2,ALTERATION IN STREAM-SIDE OR LITTORAL VEGETATIVE COVERS,Aquatic Life,Cause,Not meeting threshold,,,S,N,,,,,,,,ObservGuideline,,,
IL_ATFIA-MC-C1,FLOW REGIME MODIFICATION,Aquatic Life,Cause,Not meeting threshold,,,S,N,,,,,,,,ObservGuideline,,,
IL_ATFIA-MC-C1,"PHOSPHORUS, TOTAL",Aquatic Life,Cause,Not meeting threshold,,,S,Y,2006,,,Medium,,,,NumricGuideline,,,
IL_ATFIA-MC-C1,ALTERATION IN STREAM-SIDE OR LITTORAL VEGETATIVE COVERS,Aquatic Life,Cause,Not meeting threshold,,,S,N,,,,,,,,ObservGuideline,,,
IL_ATFI-MC-C4,CAUSE UNKNOWN,Aquatic Life,Cause,Not meeting threshold,,,S,Y,2006,,,Medium,,,,,,,
IL_ATFI-MC-C4,ALTERATION IN STREAM-SIDE OR LITTORAL VEGETATIVE COVERS,Aquatic Life,Cause,Not meeting threshold,,,S,N,,,,,,,,ObservGuideline,,,
IL_ATFI-MC-D1,DISSOLVED OXYGEN,Aquatic Life,Meeting Criteria,Meeting criteria,,,,Y,,,,,,,,NumericStandard,WQS_NEW_DATA,No standard violation in new data for 2020 cycle,S
IL_ATFI-MC-D1,ALTERATION IN STREAM-SIDE OR LITTORAL VEGETATIVE COVERS,Aquatic Life,Meeting Criteria,Meeting threshold,,,,N,,,,,,,,,WQS_NEW_DATA,No standard violation in new data for 2020 cycle,S
IL_ATFI-MC-D1,FLOW ALTERATION-CHANGES IN DEPTH AND FLOW VELOCITY,Aquatic Life,Meeting Criteria,Meeting threshold,,,,N,,,,,,,,,WQS_NEW_DATA,No standard violation in new data for 2020 cycle,S
IL_ATFI-MC-D1,FLOW REGIME MODIFICATION,Aquatic Life,Cause,Not meeting threshold,,,S,N,2020,,,,,,,ObservGuideline,,,
IL_ATFI-MC-D1,LOSS OF INSTREAM COVER,Aquatic Life,Meeting Criteria,Meeting threshold,,,,N,,,,,,,,,WQS_NEW_DATA,No standard violation in new data for 2020 cycle,S
IL_ATFI-MC-D1,HABITAT ALTERATIONS,Aquatic Life,Cause,Not meeting threshold,,,S,N,2020,,,,,,,ObservGuideline,,,
IL_ATFJ-01,FLOW ALTERATION-CHANGES IN DEPTH AND FLOW VELOCITY,Aquatic Life,Cause,Not meeting threshold,,,S,N,,,,,,,,,,,
IL_ATFJ-01,FLOW REGIME MODIFICATION,Aquatic Life,Cause,Not meeting threshold,,,S,N,,,,,,,,ObservGuideline,,,
IL_ATFJ-01,LOSS OF INSTREAM COVER,Aquatic Life,Cause,Not meeting threshold,,,S,N,,,,,,,,ObservGuideline,,,
IL_ATFJ-01,ALTERATION IN STREAM-SIDE OR LITTORAL VEGETATIVE COVERS,Aquatic Life,Cause,Not meeting threshold,,,S,N,,,,,,,,ObservGuideline,,,
IL_ATFJ-01,DISSOLVED OXYGEN,Aquatic Life,Cause,Not meeting threshold,,,S,Y,2018,,,Medium,,,,,,,
IL_ATFJ-02,FLOW ALTERATION-CHANGES IN DEPTH AND FLOW VELOCITY,Aquatic Life,Cause,Not meeting threshold,,,S,N,,,,,,,,ObservGuideline,,,
IL_ATFJ-02,LOSS OF INSTREAM COVER,Aquatic Life,Cause,Not meeting threshold,,,S,N,,,,,,,,ObservGuideline,,,
IL_ATFJ-02,ALTERATION IN STREAM-SIDE OR LITTORAL VEGETATIVE COVERS,Aquatic Life,Cause,Not meeting threshold,,,S,N,,,,,,,,ObservGuideline,,,
IL_ATFJC-01,DISSOLVED OXYGEN,Aquatic Life,Cause,Not meeting criteria,,,S,Y,2012,,,Medium,,,,NumericStandard,,,
IL_ATG-03,NICKEL,Aquatic Life,Cause,Not meeting criteria,,,S,Y,2024,,,Medium,,,,NumericStandard,,,
IL_ATG-03,LOSS OF INSTREAM COVER,Aquatic Life,Cause,Not meeting threshold,,,S,N,2024,,,,,,,ObservGuideline,,,
IL_ATG-03,FLOW ALTERATION-CHANGES IN DEPTH AND FLOW VELOCITY,Aquatic Life,Meeting Criteria,,,,,,,,,,,,,,WQS_NEW_DATA,No standard violation in new data for 2024 cycle,S
IL_ATG-03,ALTERATION IN STREAM-SIDE OR LITTORAL VEGETATIVE COVERS,Aquatic Life,Meeting Criteria,,,,,,,,,,,,,,WQS_NEW_DATA,No standard violation in new data for 2024 cycle,S
IL_ATG-03,FLOW REGIME MODIFICATION,Aquatic Life,Meeting Criteria,,,,,,,,,,,,,,WQS_NEW_DATA,No standard violation in new data for 2024 cycle,S
IL_ATG-03,ZINC,Aquatic Life,Meeting Criteria,,,,,,,,,,,,,,WQS_NEW_DATA,No standard violation in new data for 2024 cycle,S
IL_ATG-03,HABITAT ALTERATIONS,Aquatic Life,Meeting Criteria,,,,,,,,,,,,,,WQS_NEW_DATA,No standard violation in new data for 2024 cycle,S
IL_ATGC-01,SULFATE,Aquatic Life,Cause,Not meeting criteria,,,S,Y,1998,,,Low,,,,NumericStandard,,,
IL_ATGC-01,MANGANESE,Aquatic Life,Cause,Not meeting criteria,,,S,Y,1998,,,Low,,,,NumericStandard,,,
IL_ATGC-01,FECAL COLIFORM,Primary Contact,Cause,Not meeting criteria,,,S,Y,2006,,,Low,,,,NumericStandard,,,
IL_ATGC-01,SILVER,Aquatic Life,Cause,Not meeting criteria,,,S,Y,2008,,,Low,,,,NumericStandard,,,
IL_ATGC-02,ALTERATION IN STREAM-SIDE OR LITTORAL VEGETATIVE COVERS,Aquatic Life,Cause,Not meeting threshold,,,S,N,,,,,,,,ObservGuideline,,,
IL_ATGC-11,DISSOLVED OXYGEN,Aquatic Life,Meeting Criteria,Meeting threshold,,,,Y,,,,,,,,,WQS_NEW_DATA,No standard violation in new data for 2020 cycle,S
IL_ATGC-11,CAUSE UNKNOWN,Aquatic Life,Cause,Not meeting criteria,,,S,Y,2020,,,Medium,,,,NumericStandard,,,
IL_ATGH-04,ALTERATION IN STREAM-SIDE OR LITTORAL VEGETATIVE COVERS,Aquatic Life,Meeting Criteria,Meeting threshold,,,,N,,,,,,,,ObservGuideline,WQS_NEW_DATA,No standard violation in new data for 2020 cycle,S
IL_ATGH-04,FLOW REGIME MODIFICATION,Aquatic Life,Cause,Not meeting threshold,,,S,N,2020,,,,,,,ObservGuideline,,,
IL_ATGH-04,FLOW ALTERATION-CHANGES IN DEPTH AND FLOW VELOCITY,Aquatic Life,Meeting Criteria,Meeting threshold,,,,N,,,,,,,,,WQS_NEW_DATA,No standard violation in new data for 2020 cycle,S
IL_ATGH-04,HABITAT ALTERATIONS,Aquatic Life,Cause,Not meeting threshold,,,S,N,2020,,,,,,,ObservGuideline,,,
IL_ATGH-04,DISSOLVED OXYGEN,Aquatic Life,Meeting Criteria,Meeting threshold,,,,Y,,,,,,,,,WQS_NEW_DATA,No standard violation in new data for 2020 cycle,S
IL_ATGH-09,ALTERATION IN STREAM-SIDE OR LITTORAL VEGETATIVE COVERS,Aquatic Life,Cause,Not meeting threshold,,,S,N,,,,,,,,ObservGuideline,,,
IL_ATGH-10,CAUSE UNKNOWN,Aquatic Life,Cause,Not meeting threshold,,,S,Y,2018,,,Medium,,,,,,,
IL_ATGH-10,PH,Aquatic Life,Cause,Not meeting criteria,,,S,Y,2020,,,Medium,,,,NumericStandard,,,
IL_ATGM-01,DISSOLVED OXYGEN,Aquatic Life,Cause,Not meeting criteria,,,S,Y,2012,,,Medium,,,,NumericStandard,,,
IL_ATH-02,SEDIMENTATION/SILTATION,Aquatic Life,Observed effect,Not meeting threshold,,,,,,,,,,,,,,,
IL_ATH-02,FECAL COLIFORM,Primary Contact,Cause,Not meeting criteria,,,S,Y,1992,,,Low,,,,NumericStandard,,,
IL_ATH-02,ALTERATION IN STREAM-SIDE OR LITTORAL VEGETATIVE COVERS,Aquatic Life,Cause,Not meeting threshold,,,S,N,,,,,,,,ObservGuideline,,,
IL_ATH-02,CADMIUM,Aquatic Life,Cause,Not meeting criteria,,,S,Y,2008,,,Medium,,,,NumericStandard,,,
IL_ATH-02,DISSOLVED OXYGEN,Aquatic Life,Cause,Not meeting criteria,,,S,N,,,,,,,,NumericStandard,,,
IL_ATH-05,DISSOLVED OXYGEN,Aquatic Life,Meeting Criteria,,,,,,,,,,,,,,WQS_NEW_DATA,No standard violation in new data for 2024 cycle,S
IL_ATH-05,ALTERATION IN STREAM-SIDE OR LITTORAL VEGETATIVE COVERS,Aquatic Life,Meeting Criteria,Meeting threshold,,,,N,,,,,,,,ObservGuideline,,,
IL_ATH-05,DEBRIS/FLOATABLES/TRASH,Aesthetic Quality,Meeting Criteria,Meeting threshold,,,,Y,,,,,,,,,,,
IL_ATH-05,LOSS OF INSTREAM COVER,Aquatic Life,Meeting Criteria,Meeting threshold,,,,N,,,,,,,,ObservGuideline,,,
IL_ATH-05,FLOW ALTERATION-CHANGES IN DEPTH AND FLOW VELOCITY,Aquatic Life,Meeting Criteria,Meeting threshold,,,,N,,,,,,,,ObservGuideline,,,
IL_ATH-05,NICKEL,Aquatic Life,Meeting Criteria,Meeting criteria,,,,Y,,,,,,,,NumericStandard,,,
IL_ATH-05,PH,Aquatic Life,Meeting Criteria,,,,,,,,,,,,,,WQS_NEW_DATA,No standard violation in new data for 2024 cycle,S
IL_ATH-05,IRON,Aquatic Life,Meeting Criteria,,,,,,,,,,,,,,WQS_NEW_DATA,No standard violation in new data for 2024 cycle,S
IL_ATH-05,HABITAT ALTERATIONS,Aquatic Life,Cause,Not meeting threshold,,,S,N,2020,,,,,,,ObservGuideline,,,
IL_ATH-05,CADMIUM,Aquatic Life,Meeting Criteria,,,,,,,,,,,,,,WQS_NEW_DATA,No standard violation in new data for 2024 cycle,S
IL_ATH-05,FECAL COLIFORM,Primary Contact,Meeting Criteria,,,,,,,,,,,,,,WQS_NEW_DATA,Segment is Fully Supporting for 2024 cycle,S
IL_ATH-05,ZINC,Aquatic Life,Meeting Criteria,Meeting criteria,,,,Y,,,,,,,,NumericStandard,,,
IL_ATH-13,NICKEL,Aquatic Life,Cause,Not meeting criteria,,,S,Y,2020,,,Medium,,,,NumericStandard,,,
IL_ATH-13,ALTERATION IN STREAM-SIDE OR LITTORAL VEGETATIVE COVERS,Aquatic Life,Cause,Not meeting threshold,,,S,N,,,,,,,,ObservGuideline,,,
IL_ATH-13,PH,Aquatic Life,Meeting Criteria,Meeting criteria,,,,Y,,,,,,,,NumericStandard,WQS_NEW_DATA,No standard violation in new data for 2020 cycle,S
IL_ATH-14,CAUSE UNKNOWN,Aquatic Life,Cause,Not meeting threshold,,,S,Y,2008,,,Medium,,,,,,,
IL_ATHC-01,LOSS OF INSTREAM COVER,Aquatic Life,Cause,Not meeting threshold,,,S,N,,,,,,,,ObservGuideline,,,
IL_ATHC-01,FLOW ALTERATION-CHANGES IN DEPTH AND FLOW VELOCITY,Aquatic Life,Cause,Not meeting threshold,,,S,N,,,,,,,,ObservGuideline,,,
IL_ATHC-01,ALTERATION IN STREAM-SIDE OR LITTORAL VEGETATIVE COVERS,Aquatic Life,Cause,Not meeting threshold,,,S,N,,,,,,,,ObservGuideline,,,
IL_ATHC-01,DISSOLVED OXYGEN,Aquatic Life,Cause,Not meeting criteria,,,S,Y,2012,,,Medium,,,,NumericStandard,,,
IL_ATHD-03,DISSOLVED OXYGEN,Aquatic Life,Cause,Not meeting criteria,,,S,Y,2012,,,Medium,,,,NumericStandard,,,
IL_ATHD-03,HABITAT ALTERATIONS,Aquatic Life,Cause,Not meeting threshold,,,S,N,2024,,,,,,,ObservGuideline,,,
IL_ATHE,DISSOLVED OXYGEN,Aquatic Life,Cause,Not meeting criteria,,,S,Y,2012,,,Medium,,,,NumericStandard,,,
IL_ATHG-01,CADMIUM,Aquatic Life,Meeting Criteria,Meeting criteria,,,,Y,,,,,,,,NumericStandard,,,
IL_ATHG-01,CYANIDE,Aquatic Life,Meeting Criteria,,,,,,,,,,,,,,WQS_NEW_DATA,No standard violation in new data for 2024 cycle,S
IL_ATHG-01,COLOR,Aesthetic Quality,Cause,Not meeting threshold,,,S,N,,,,,,,,,,,
IL_ATHG-01,PH,Aquatic Life,Meeting Criteria,Meeting criteria,,,,Y,,,,,,,,NumericStandard,,,
IL_ATHG-01,DISSOLVED OXYGEN,Aquatic Life,Meeting Criteria,,,,,,,,,,,,,,WQS_NEW_DATA,No standard violation in new data for 2024 cycle,S
IL_ATHG-01,IRON,Aquatic Life,Meeting Criteria,Meeting criteria,,,,Y,,,,,,,,NumericStandard,,,
IL_ATHG-01,NICKEL,Aquatic Life,Meeting Criteria,Meeting criteria,,,,Y,,,,,,,,NumericStandard,,,
IL_ATHG-01,ZINC,Aquatic Life,Meeting Criteria,Meeting criteria,,,,Y,,,,,,,,NumericStandard,,,
IL_ATHG-01,MANGANESE,Aquatic Life,Meeting Criteria,Meeting criteria,,,,,,,,,,,,,,,
IL_ATHG-01,TOTAL SUSPENDED SOLIDS (TSS),Aquatic Life,Cause,Not meeting threshold,,,S,Y,1992,,,,,,,NumricGuideline,,,
IL_ATHG-01,BOTTOM DEPOSITS,Aesthetic Quality,Cause,Not meeting threshold,,,S,Y,2018,,,Medium,,,,,,,
IL_ATHG-01,ALTERATION IN STREAM-SIDE OR LITTORAL VEGETATIVE COVERS,Aquatic Life,Cause,Not meeting threshold,,,S,N,,,,,,,,ObservGuideline,,,
IL_ATHG-01,"PHOSPHORUS, TOTAL",Aquatic Life,Cause,Not meeting threshold,,,S,Y,1992,,,,,,,NumricGuideline,,,
IL_ATHG-02,DISSOLVED OXYGEN,Aquatic Life,Cause,Not meeting criteria,,,S,Y,2012,,,Medium,,,,NumericStandard,,,
IL_ATHG-05,DISSOLVED OXYGEN,Aquatic Life,Cause,Not meeting criteria,,,S,Y,2024,,,Medium,,,,NumericStandard,,,
IL_ATHG-05,MANGANESE,Aquatic Life,Cause,Not meeting criteria,,,S,Y,2024,,,Medium,,,,NumericStandard,,,
IL_ATHG-05,FECAL COLIFORM,Primary Contact,Cause,Not meeting criteria,,,S,Y,2006,,,Low,,,,NumericStandard,,,
IL_ATHJ-01,ALGAE,Aesthetic Quality,Cause,Not meeting criteria,,,S,N,,,,,,,,NarrtivStandard,,,
IL_ATHJ-01,CAUSE UNKNOWN,Aquatic Life,Cause,Not meeting threshold,,,S,Y,2012,,,Medium,,,,,,,
IL_ATHJ-01,"PHOSPHORUS, TOTAL",Aesthetic Quality,Cause,Not meeting criteria,,,S,Y,2012,,,Medium,,,,NarrtivStandard,,,
IL_ATHJ-LE-C1A,FLOW ALTERATION-CHANGES IN DEPTH AND FLOW VELOCITY,Aquatic Life,Cause,Not meeting threshold,,,S,N,,,,,,,,ObservGuideline,,,
IL_ATHJ-LE-C1A,CAUSE UNKNOWN,Aquatic Life,Cause,Not meeting threshold,,,S,Y,2012,,,Medium,,,,,,,
IL_ATHS-01,IRON,Aquatic Life,Cause,Not meeting criteria,,,S,Y,1998,,,Low,,,,NumericStandard,,,
IL_ATHS-01,TOTAL SUSPENDED SOLIDS (TSS),Aquatic Life,Cause,Not meeting threshold,,,S,Y,2010,,,Medium,,,,NumricGuideline,,,
IL_ATHS-01,DISSOLVED OXYGEN,Aquatic Life,Cause,Not meeting criteria,,,S,N,,,,,,,,NumericStandard,,,
IL_ATHS-01,MANGANESE,Aquatic Life,Cause,Not meeting criteria,,,S,Y,1998,,,Low,,,,NumericStandard,,,
IL_ATHS-01,SULFATE,Aquatic Life,Cause,Not meeting criteria,,,S,Y,1996,,,Low,,,,NumericStandard,,,
IL_ATHT-01,PH,Aquatic Life,Cause,Not meeting criteria,,,S,Y,1994,,,Medium,,,,NumericStandard,,,
IL_ATHT-01,DISSOLVED OXYGEN,Aquatic Life,Cause,Not meeting criteria,,,S,Y,2006,,,Medium,,,,NumericStandard,,,
IL_ATHT-01,SULFATE,Aquatic Life,Cause,Not meeting criteria,,,S,Y,1994,,,Medium,,,,NumericStandard,,,
IL_ATHU-01,DISSOLVED OXYGEN,Aquatic Life,Meeting Criteria,Meeting threshold,,,,Y,,,,,,,,,WQS_NEW_DATA,No standard violation in new data for 2020 cycle,S
IL_ATHU-01,PH,Aquatic Life,Cause,Not meeting criteria,,,S,Y,1998,,,Medium,,,,NumericStandard,,,
IL_ATHU-01,IRON,Aquatic Life,Cause,Not meeting criteria,,,S,Y,1998,,,Medium,,,,,,,
IL_ATHU-01,ZINC,Aquatic Life,Meeting Criteria,Meeting criteria,,,,Y,,,,,,,,NumericStandard,WQS_NEW_DATA,No standard violation in new data for 2020 cycle,S
IL_ATHV-01,MANGANESE,Aquatic Life,Cause,Not meeting criteria,,,S,Y,1998,,,Low,,,,NumericStandard,,,
IL_ATHV-01,PH,Aquatic Life,Cause,Not meeting criteria,,,S,Y,1998,,,Low,,,,NumericStandard,,,
IL_ATHV-01,IRON,Aquatic Life,Cause,Not meeting criteria,,,S,Y,1998,,,Low,,,,NumericStandard,,,
IL_ATHV-01,COPPER,Aquatic Life,Cause,Not meeting criteria,,,S,Y,1998,,,Low,,,,NumericStandard,,,
IL_ATZM-02,CAUSE UNKNOWN,Aquatic Life,Cause,Not meeting criteria,,,S,Y,2024,,,Medium,,,,NumericStandard,,,
IL_ATZM-02,LOSS OF INSTREAM COVER,Aquatic Life,Meeting Criteria,,,,,,,,,,,,,,WQS_NEW_DATA,No standard violation in new data for 2024 cycle,S
IL_ATZM-02,ALTERATION IN STREAM-SIDE OR LITTORAL VEGETATIVE COVERS,Aquatic Life,Meeting Criteria,,,,,,,,,,,,,,WQS_NEW_DATA,No standard violation in new data for 2024 cycle,S
IL_ATZM-02,FLOW ALTERATION-CHANGES IN DEPTH AND FLOW VELOCITY,Aquatic Life,Meeting Criteria,,,,,,,,,,,,,,WQS_NEW_DATA,No standard violation in new data for 2024 cycle,S
IL_AZC,MANGANESE,Aquatic Life,Cause,Not meeting criteria,,,S,Y,2024,,,Medium,,,,NumericStandard,,,
IL_AZC,DISSOLVED OXYGEN,Aquatic Life,Cause,Not meeting criteria,,,S,Y,2024,,,Medium,,,,NumericStandard,,,
IL_JD-02,ALTERATION IN STREAM-SIDE OR LITTORAL VEGETATIVE COVERS,Aquatic Life,Meeting Criteria,,,,,,,,,,,,,,WQS_NEW_DATA,Segment is Fully Supporting for 2024 cycle,S
IL_JHE-C1,SEDIMENTATION/SILTATION,Aquatic Life,Cause,Not meeting threshold,,,S,Y,2002,,,Medium,,,,NumricGuideline,,,
IL_JHE-C1,DISSOLVED OXYGEN,Aquatic Life,Cause,Not meeting criteria,,,S,Y,2006,,,Medium,,,,NumericStandard,,,
IL_JHE-C1,"PHOSPHORUS, TOTAL",Aquatic Life,Cause,Not meeting threshold,,,S,Y,2002,,,Medium,,,,NumricGuideline,,,
IL_JMA-01,"PHOSPHORUS, TOTAL",Aquatic Life,Cause,Not meeting threshold,,,S,Y,2008,,,Medium,,,,NumricGuideline,,,
IL_JMA-01,FLOW ALTERATION-CHANGES IN DEPTH AND FLOW VELOCITY,Aquatic Life,Cause,Not meeting threshold,,,S,N,,,,,,,,ObservGuideline,,,
IL_JMA-01,LOSS OF INSTREAM COVER,Aquatic Life,Cause,Not meeting threshold,,,S,N,,,,,,,,ObservGuideline,,,
IL_JMA-01,ALTERATION IN STREAM-SIDE OR LITTORAL VEGETATIVE COVERS,Aquatic Life,Cause,Not meeting threshold,,,S,N,,,,,,,,ObservGuideline,,,
IL_JMA-01,CAUSE UNKNOWN,Aquatic Life,Cause,Not meeting criteria,,,S,Y,2020,,,Medium,,,,NumericStandard,,,
IL_JMAA-01,DISSOLVED OXYGEN,Aquatic Life,Meeting Criteria,,,,,,,,,,,,,,WQS_NEW_DATA,Segment is Fully Supporting for 2024 cycle,S
IL_JMAA-01,CAUSE UNKNOWN,Aquatic Life,Meeting Criteria,,,,,,,,,,,,,,WQS_NEW_DATA,Segment is Fully Supporting for 2024 cycle,S
IL_JMAABA-C1,NITROGEN,Aquatic Life,Observed effect,Not meeting threshold,,,,,,,,,,,,,,,
IL_JMAABA-C1,ALTERATION IN STREAM-SIDE OR LITTORAL VEGETATIVE COVERS,Aquatic Life,Cause,Not meeting threshold,,,S,N,,,,,,,,ObservGuideline,,,
