ASSESSMENT_UNIT_ID,PARAM_NAME,PARAM_USE_NAME,PARAM_STATUS_NAME,PARAM_ATTAINMENT_CODE,PARAM_TREND,PARAM_COMMENT,PARAM_AGENCY_CODE,PARAM_POLLUTANT_INDICATOR,PARAM_YEAR_LISTED,PARAM_TARGET_TMDL_DATE,PARAM_EXPECTED_TO_ATTAIN,PARAM_PRIORITY_RANKING,PARAM_CONSENT_DECREE_CYCLE,PARAM_ALT_LISTING_ID,PARAM_STATE_IR_CAT,PARAM_ORG_QUALIFIER_FLAG,PARAM_DELISTING_REASON,PARAM_DELISTING_COMMENT,PARAM_DELISTING_AGENCY
IL_JMAABA-C1,"PHOSPHORUS, TOTAL",Aquatic Life,Cause,Not meeting threshold,,,S,Y,2002,,,Medium,,,,NumricGuideline,,,
IL_JMAC-02,LOSS OF INSTREAM COVER,Aquatic Life,Meeting Criteria,Meeting threshold,,,,N,,,,,,,,,,,
IL_JMAC-02,FECAL COLIFORM,Primary Contact,Cause,Not meeting criteria,,,S,Y,1994,,,Low,,,,NumericStandard,,,
IL_JMAC-02,ALTERATION IN STREAM-SIDE OR LITTORAL VEGETATIVE COVERS,Aquatic Life,Meeting Criteria,Meeting threshold,,,,N,,,,,,,,ObservGuideline,,,
IL_JMAC-02,FLOW ALTERATION-CHANGES IN DEPTH AND FLOW VELOCITY,Aquatic Life,Meeting Criteria,Meeting threshold,,,,N,,,,,,,,,,,
IL_JMAC-02,FLOW REGIME MODIFICATION,Aquatic Life,Cause,Not meeting threshold,,,S,N,2020,,,,,,,ObservGuideline,,,
IL_JMAC-02,"PHOSPHORUS, TOTAL",Aquatic Life,Meeting Criteria,Meeting threshold,,,,Y,,,,,,,,,,,
IL_JMAC-02,TOTAL SUSPENDED SOLIDS (TSS),Aquatic Life,Meeting Criteria,Meeting criteria,,,,Y,,,,,,,,,,,
IL_JMAC-02,CAUSE UNKNOWN,Aquatic Life,Cause,Not meeting criteria,,,S,Y,2024,,,Medium,,,,NumericStandard,,,
IL_JMAC-02,HABITAT ALTERATIONS,Aquatic Life,Cause,Not meeting threshold,,,S,N,2020,,,,,,,ObservGuideline,,,
IL_JMAC-02,DISSOLVED OXYGEN,Aquatic Life,Meeting Criteria,,,,,,,,,,,,,,WQS_NEW_DATA,No standard violation in new data for 2024 cycle,S
IL_JN-02,FECAL COLIFORM,Primary Contact,Cause,Not meeting criteria,,,S,Y,2022,,,Medium,,,,NumericStandard,,,
IL_JN-02,FLOW ALTERATION-CHANGES IN DEPTH AND FLOW VELOCITY,Aquatic Life,Meeting Criteria,,,,,,,,,,,,,,WQS_NEW_DATA,No standard violation in new data for 2024 cycle,S
IL_JN-02,"PHOSPHORUS, TOTAL",Aquatic Life,Cause,Not meeting threshold,,,S,Y,1994,,,Medium,,,,NumricGuideline,,,
IL_JN-02,ALTERATION IN STREAM-SIDE OR LITTORAL VEGETATIVE COVERS,Aquatic Life,Meeting Criteria,,,,,,,,,,,,,,WQS_NEW_DATA,No standard violation in new data for 2024 cycle,S
IL_JN-02,TOTAL SUSPENDED SOLIDS (TSS),Aquatic Life,Cause,Not meeting threshold,,,S,Y,2008,,,Medium,,,,NumricGuideline,,,
IL_JN-02,SEDIMENTATION/SILTATION,Aquatic Life,Cause,Not meeting threshold,,,S,Y,1994,,,Medium,,,,NumricGuideline,,,
IL_JN-02,CAUSE UNKNOWN,Aquatic Life,Cause,Not meeting criteria,,,S,Y,2020,,,Medium,,,,NumericStandard,,,
IL_JN-02,LOSS OF INSTREAM COVER,Aquatic Life,Meeting Criteria,,,,,,,,,,,,,,WQS_NEW_DATA,No standard violation in new data for 2024 cycle,S
IL_JN-02,HABITAT ALTERATIONS,Aquatic Life,Cause,Not meeting threshold,,,S,N,2024,,,,,,,ObservGuideline,,,
IL_JN-02,IRON,Aquatic Life,Meeting Criteria,,,,,,,,,,,,,,WQS_NEW_DATA,No standard violation in new data for 2024 cycle,S
IL_JNA-01,MANGANESE,Aquatic Life,Meeting Criteria,,,,,,,,,,,,,,WQS_NEW_DATA,No standard violation in new data for 2024 cycle,S
IL_JNA-01,HABITAT ALTERATIONS,Aquatic Life,Cause,Not meeting threshold,,,S,N,2024,,,,,,,ObservGuideline,,,
IL_JNA-01,FLOW ALTERATION-CHANGES IN DEPTH AND FLOW VELOCITY,Aquatic Life,Meeting Criteria,,,,,,,,,,,,,,WQS_NEW_DATA,No standard violation in new data for 2024 cycle,S
IL_JNA-01,NITROGEN,Aquatic Life,Observed effect,Not meeting threshold,,,,,,,,,,,,,,,
IL_JNA-01,LOSS OF INSTREAM COVER,Aquatic Life,Meeting Criteria,,,,,,,,,,,,,,WQS_NEW_DATA,No standard violation in new data for 2024 cycle,S
IL_JNA-01,"PHOSPHORUS, TOTAL",Aquatic Life,Cause,Not meeting threshold,,,S,Y,1998,,,Low,,,,NumricGuideline,,,
IL_JNA-01,ALTERATION IN STREAM-SIDE OR LITTORAL VEGETATIVE COVERS,Aquatic Life,Meeting Criteria,,,,,,,,,,,,,,WQS_NEW_DATA,No standard violation in new data for 2024 cycle,S
IL_JNA-01,BARIUM,Aquatic Life,Meeting Criteria,,,,,,,,,,,,,,WQS_NEW_DATA,No standard violation in new data for 2024 cycle,S
IL_JNA-01,TOTAL SUSPENDED SOLIDS (TSS),Aquatic Life,Cause,Not meeting threshold,,,S,Y,1998,,,Low,,,,NumricGuideline,,,
IL_JNA-02,FLOW ALTERATION-CHANGES IN DEPTH AND FLOW VELOCITY,Aquatic Life,Cause,Not meeting threshold,,,S,N,,,,,,,,ObservGuideline,,,
IL_JNA-02,ALTERATION IN STREAM-SIDE OR LITTORAL VEGETATIVE COVERS,Aquatic Life,Cause,Not meeting threshold,,,S,N,,,,,,,,ObservGuideline,,,
IL_JNA-02,BARIUM,Aquatic Life,Cause,Not meeting threshold,,,S,Y,2008,,,Medium,,,,NumricGuideline,,,
IL_JNG,LOSS OF INSTREAM COVER,Aquatic Life,Cause,Not meeting threshold,,,S,N,,,,,,,,ObservGuideline,,,
IL_JNG,COLOR,Aesthetic Quality,Cause,Not meeting criteria,,,S,N,,,,,,,,NarrtivStandard,,,
IL_JNG,ALGAE,Aesthetic Quality,Cause,Not meeting criteria,,,S,N,,,,,,,,NarrtivStandard,,,
IL_JNG,TURBIDITY,Aesthetic Quality,Cause,Not meeting criteria,,,S,Y,2012,,,Medium,,,,NarrtivStandard,,,
IL_JNG,DISSOLVED OXYGEN,Aquatic Life,Cause,Not meeting criteria,,,S,Y,2012,,,Medium,,,,NumericStandard,,,
IL_JNG,"PHOSPHORUS, TOTAL",Aesthetic Quality,Cause,Not meeting criteria,,,S,Y,2012,,,Medium,,,,NarrtivStandard,,,
IL_JNG,ALTERATION IN STREAM-SIDE OR LITTORAL VEGETATIVE COVERS,Aquatic Life,Cause,Not meeting threshold,,,S,N,,,,,,,,ObservGuideline,,,
IL_JNG,BOTTOM DEPOSITS,Aesthetic Quality,Cause,Not meeting criteria,,,S,Y,2012,,,Medium,,,,NarrtivStandard,,,
IL_JNG,FLOW ALTERATION-CHANGES IN DEPTH AND FLOW VELOCITY,Aquatic Life,Cause,Not meeting threshold,,,S,N,,,,,,,,ObservGuideline,,,
IL_JNG,AQUATIC PLANTS (MACROPHYTES),Aesthetic Quality,Cause,Not meeting criteria,,,S,N,,,,,,,,NarrtivStandard,,,
IL_JNG,"AMMONIA, TOTAL",Aquatic Life,Cause,Not meeting criteria,,,S,Y,2012,,,Medium,,,,NumericStandard,,,
IL_JNG,ODOR,Aesthetic Quality,Cause,Not meeting criteria,,,S,N,,,,,,,,NarrtivStandard,,,
IL_JNG,SLUDGE,Aesthetic Quality,Cause,Not meeting criteria,,,S,Y,2012,,,Medium,,,,NarrtivStandard,,,
IL_JNG,MANGANESE,Aquatic Life,Cause,Not meeting criteria,,,S,Y,2012,,,Medium,,,,NumericStandard,,,
IL_JNGA-PF-A1,TURBIDITY,Aesthetic Quality,Cause,Not meeting criteria,,,S,Y,2012,,,Medium,,,,NarrtivStandard,,,
IL_JNGA-PF-A1,COLOR,Aesthetic Quality,Cause,Not meeting criteria,,,S,N,,,,,,,,NarrtivStandard,,,
IL_JNGA-PF-A1,DISSOLVED OXYGEN,Aquatic Life,Cause,Not meeting criteria,,,S,Y,2012,,,Medium,,,,NumericStandard,,,
IL_JNGA-PF-A1,ALGAE,Aesthetic Quality,Cause,Not meeting criteria,,,S,N,,,,,,,,NarrtivStandard,,,
IL_JNGA-PF-A1,BOTTOM DEPOSITS,Aesthetic Quality,Cause,Not meeting criteria,,,S,Y,2012,,,Medium,,,,NarrtivStandard,,,
IL_JNGA-PF-A1,LOSS OF INSTREAM COVER,Aquatic Life,Cause,Not meeting threshold,,,S,N,,,,,,,,ObservGuideline,,,
IL_JNGA-PF-A1,"PHOSPHORUS, TOTAL",Aesthetic Quality,Cause,Not meeting criteria,,,S,Y,2012,,,Medium,,,,NarrtivStandard,,,
IL_JNGA-PF-A1,FLOW ALTERATION-CHANGES IN DEPTH AND FLOW VELOCITY,Aquatic Life,Cause,Not meeting threshold,,,S,N,,,,,,,,ObservGuideline,,,
IL_JNGA-PF-A1,ALTERATION IN STREAM-SIDE OR LITTORAL VEGETATIVE COVERS,Aquatic Life,Cause,Not meeting threshold,,,S,N,,,,,,,,ObservGuideline,,,
IL_JNGA-PF-D1,TURBIDITY,Aesthetic Quality,Cause,Not meeting criteria,,,S,Y,2012,,,Medium,,,,NarrtivStandard,,,
IL_JNGA-PF-D1,ALTERATION IN STREAM-SIDE OR LITTORAL VEGETATIVE COVERS,Aquatic Life,Cause,Not meeting threshold,,,S,N,,,,,,,,ObservGuideline,,,
IL_JNGA-PF-D1,COLOR,Aesthetic Quality,Cause,Not meeting criteria,,,S,N,,,,,,,,NarrtivStandard,,,
IL_JNGA-PF-D1,FLOW ALTERATION-CHANGES IN DEPTH AND FLOW VELOCITY,Aquatic Life,Cause,Not meeting threshold,,,S,N,,,,,,,,ObservGuideline,,,
IL_JNGA-PF-D1,BOTTOM DEPOSITS,Aesthetic Quality,Cause,Not meeting criteria,,,S,Y,2012,,,Medium,,,,NarrtivStandard,,,
IL_JNGA-PF-D1,LOSS OF INSTREAM COVER,Aquatic Life,Cause,Not meeting threshold,,,S,N,,,,,,,,ObservGuideline,,,
IL_JNGA-PF-D1,ALGAE,Aesthetic Quality,Cause,Not meeting criteria,,,S,N,,,,,,,,NarrtivStandard,,,
IL_JNGA-PF-D1,"PHOSPHORUS, TOTAL",Aesthetic Quality,Cause,Not meeting criteria,,,S,Y,2012,,,Medium,,,,NarrtivStandard,,,
IL_JNGA-PF-D1,ODOR,Aesthetic Quality,Cause,Not meeting criteria,,,S,N,,,,,,,,NarrtivStandard,,,
IL_JNG-PF-A3,MANGANESE,Aquatic Life,Cause,Not meeting criteria,,,S,Y,2012,,,Medium,,,,NumericStandard,,,
IL_JNG-PF-A3,DISSOLVED OXYGEN,Aquatic Life,Cause,Not meeting criteria,,,S,Y,2012,,,Medium,,,,NumericStandard,,,
IL_JO,POLYCHLORINATED BIPHENYLS (PCBS),Fish Consumption,Cause,Not meeting threshold,,,S,Y,2002,,,Medium,,,,FshAdvGuideline,,,
IL_JQ-03,MIREX,Fish Consumption,Cause,Not meeting threshold,,,S,Y,2022,,,Medium,,,,FshAdvGuideline,,,
IL_JQ-03,ENDRIN,Fish Consumption,Cause,Not meeting threshold,,,S,Y,2022,,,Medium,,,,FshAdvGuideline,,,
IL_JQ-03,ALDRIN,Fish Consumption,Cause,Not meeting threshold,,,S,Y,2022,,,Medium,,,,FshAdvGuideline,,,
IL_JQ-03,DIELDRIN,Fish Consumption,Cause,Not meeting threshold,,,S,Y,2022,,,Medium,,,,FshAdvGuideline,,,
IL_JQ-03,TOXAPHENE,Fish Consumption,Cause,Not meeting threshold,,,S,Y,2022,,,Medium,,,,FshAdvGuideline,,,
IL_JQ-03,HEPTACHLOR,Fish Consumption,Cause,Not meeting threshold,,,S,Y,2022,,,Medium,,,,FshAdvGuideline,,,
IL_JQ-04,FLOW ALTERATION-CHANGES IN DEPTH AND FLOW VELOCITY,Aquatic Life,Meeting Criteria,Meeting threshold,,,,N,,,,,,,,,WQS_NEW_DATA,No standard violation in new data for 2020 cycle,S
IL_JQ-04,HABITAT ALTERATIONS,Aquatic Life,Cause,Not meeting threshold,,,S,N,2020,,,,,,,ObservGuideline,,,
IL_JQ-04,LOSS OF INSTREAM COVER,Aquatic Life,Meeting Criteria,Meeting threshold,,,,N,,,,,,,,,WQS_NEW_DATA,No standard violation in new data for 2020 cycle,S
IL_JQ-04,ALTERATION IN STREAM-SIDE OR LITTORAL VEGETATIVE COVERS,Aquatic Life,Meeting Criteria,Meeting threshold,,,,N,,,,,,,,,WQS_NEW_DATA,No standard violation in new data for 2020 cycle,S
IL_JQ-05,CAUSE UNKNOWN,Aquatic Life,Cause,Not meeting criteria,,,S,Y,2022,,,Medium,,,,NumericStandard,,,
IL_JQ-05,LOSS OF INSTREAM COVER,Aquatic Life,Meeting Criteria,Meeting threshold,,,,N,,,,,,,,,,,
IL_JQ-05,FLOW ALTERATION-CHANGES IN DEPTH AND FLOW VELOCITY,Aquatic Life,Meeting Criteria,Meeting threshold,,,,N,,,,,,,,,,,
IL_JQ-05,HABITAT ALTERATIONS,Aquatic Life,Cause,Not meeting threshold,,,S,N,2020,,,,,,,ObservGuideline,,,
IL_JQ-05,IRON,Aquatic Life,Meeting Criteria,,,,,,,,,,,,,,WQS_NEW_DATA,No standard violation in new data for 2024 cycle,S
IL_JQ-05,DISSOLVED OXYGEN,Aquatic Life,Meeting Criteria,,,,,,,,,,,,,,WQS_NEW_DATA,No standard violation in new data for 2024 cycle,S
IL_JQ-05,FECAL COLIFORM,Primary Contact,Cause,Not meeting criteria,,,S,Y,2024,,,Low,,,,NumericStandard,,,
IL_JQ-05,ALTERATION IN STREAM-SIDE OR LITTORAL VEGETATIVE COVERS,Aquatic Life,Meeting Criteria,Meeting threshold,,,,N,,,,,,,,,,,
IL_JQ-05,MANGANESE,Aquatic Life,Meeting Criteria,,,,,,,,,,,,,,WQS_NEW_DATA,No standard violation in new data for 2024 cycle,S
IL_JQ-07,FLOW ALTERATION-CHANGES IN DEPTH AND FLOW VELOCITY,Aquatic Life,Cause,Not meeting threshold,,,S,N,,,,,,,,ObservGuideline,,,
IL_JQ-07,CAUSE UNKNOWN,Aquatic Life,Cause,Not meeting criteria,,,S,Y,2024,,,Medium,,,,NumericStandard,,,
IL_JQ-07,"PHOSPHORUS, TOTAL",Aquatic Life,Cause,Not meeting threshold,,,S,Y,2010,,,Medium,,,,NumricGuideline,,,
IL_JQ-07,ALDRIN,Fish Consumption,Cause,Not meeting threshold,,,S,Y,2022,,,Medium,,,,FshAdvGuideline,,,
IL_JQ-07,DIELDRIN,Fish Consumption,Cause,Not meeting threshold,,,S,Y,2022,,,Medium,,,,FshAdvGuideline,,,
IL_JQ-07,HEPTACHLOR,Fish Consumption,Cause,Not meeting threshold,,,S,Y,2022,,,Medium,,,,FshAdvGuideline,,,
IL_JQ-07,ALTERATION IN STREAM-SIDE OR LITTORAL VEGETATIVE COVERS,Aquatic Life,Cause,Not meeting threshold,,,S,N,,,,,,,,ObservGuideline,,,
IL_JQ-07,LOSS OF INSTREAM COVER,Aquatic Life,Cause,Not meeting threshold,,,S,N,,,,,,,,ObservGuideline,,,
IL_JQ-07,MIREX,Fish Consumption,Cause,Not meeting threshold,,,S,Y,2022,,,Medium,,,,FshAdvGuideline,,,
IL_JQ-07,DISSOLVED OXYGEN,Aquatic Life,Meeting Criteria,,,,,,,,,,,,,,WQS_NEW_DATA,No standard violation in new data for 2024 cycle,S
IL_JQ-07,ENDRIN,Fish Consumption,Cause,Not meeting threshold,,,S,Y,2022,,,Medium,,,,FshAdvGuideline,,,
IL_JQ-07,TOXAPHENE,Fish Consumption,Cause,Not meeting threshold,,,S,Y,2022,,,Medium,,,,FshAdvGuideline,,,
IL_JQ-07,FISH PASSAGE BARRIER,Aquatic Life,Cause,Not meeting threshold,,,S,N,,,,,,,,ObservGuideline,,,
IL_JQA-01,ALTERATION IN STREAM-SIDE OR LITTORAL VEGETATIVE COVERS,Aquatic Life,Meeting Criteria,Meeting threshold,,,,N,,,,,,,,,,,
IL_JQA-01,LOSS OF INSTREAM COVER,Aquatic Life,Meeting Criteria,Meeting threshold,,,,N,,,,,,,,,,,
IL_JQA-01,HABITAT ALTERATIONS,Aquatic Life,Cause,Not meeting threshold,,,S,N,2020,,,,,,,ObservGuideline,,,
IL_JQA-01,CAUSE UNKNOWN,Aquatic Life,Cause,Not meeting criteria,,,S,Y,2024,,,Medium,,,,NumericStandard,,,
IL_JQE,ALTERATION IN STREAM-SIDE OR LITTORAL VEGETATIVE COVERS,Aquatic Life,Meeting Criteria,Meeting threshold,,,,N,,,,,,,,,WQS_NEW_DATA,No standard violation in new data for 2020 cycle,S
IL_JQE,FLOW ALTERATION-CHANGES IN DEPTH AND FLOW VELOCITY,Aquatic Life,Meeting Criteria,Meeting threshold,,,,N,,,,,,,,,WQS_NEW_DATA,No standard violation in new data for 2020 cycle,S
IL_JQE,LOSS OF INSTREAM COVER,Aquatic Life,Meeting Criteria,Meeting threshold,,,,N,,,,,,,,,WQS_NEW_DATA,No standard violation in new data for 2020 cycle,S
IL_JQE,HABITAT ALTERATIONS,Aquatic Life,Cause,Not meeting threshold,,,S,N,2020,,,,,,,ObservGuideline,,,
IL_JQO-HS-C1,"PHOSPHORUS, TOTAL",Aquatic Life,Cause,Not meeting threshold,,,S,Y,2010,,,Medium,,,,NumricGuideline,,,
IL_JQO-HS-C1,ALGAE,Aquatic Life,Cause,Not meeting criteria,,,S,N,,,,,,,,NarrtivStandard,,,
IL_JR-02,FLOW REGIME MODIFICATION,Aquatic Life,Cause,Not meeting threshold,,,S,N,2020,,,,,,,ObservGuideline,,,
IL_JR-02,TOTAL SUSPENDED SOLIDS (TSS),Aquatic Life,Meeting Criteria,Meeting threshold,,,,Y,,,,,,,,,,,
IL_JR-02,LOSS OF INSTREAM COVER,Aquatic Life,Meeting Criteria,Meeting threshold,,,,N,,,,,,,,ObservGuideline,WQS_NEW_DATA,No standard violation in new data for 2020 cycle,S
IL_JR-02,FLOW ALTERATION-CHANGES IN DEPTH AND FLOW VELOCITY,Aquatic Life,Meeting Criteria,Meeting threshold,,,,N,,,,,,,,ObservGuideline,WQS_NEW_DATA,No standard violation in new data for 2020 cycle,S
IL_JR-02,HABITAT ALTERATIONS,Aquatic Life,Cause,Not meeting threshold,,,S,N,2020,,,,,,,ObservGuideline,,,
IL_JR-02,ALTERATION IN STREAM-SIDE OR LITTORAL VEGETATIVE COVERS,Aquatic Life,Meeting Criteria,Meeting threshold,,,,N,,,,,,,,ObservGuideline,WQS_NEW_DATA,No standard violation in new data for 2020 cycle,S
IL_JR-02,DISSOLVED OXYGEN,Aquatic Life,Meeting Criteria,Meeting threshold,,,,Y,,,,,,,,,WQS_NEW_DATA,No standard violation in new data for 2020 cycle,S
IL_JR-02,FECAL COLIFORM,Primary Contact,Cause,Not meeting criteria,,,S,Y,2002,,,Medium,,,,NumericStandard,,,
IL_JRA-02,FLOW ALTERATION-CHANGES IN DEPTH AND FLOW VELOCITY,Aquatic Life,Meeting Criteria,,,,,,,,,,,,,,WQS_NEW_DATA,Segment is Fully Supporting for 2024 cycle,S
IL_JRA-02,LOSS OF INSTREAM COVER,Aquatic Life,Meeting Criteria,,,,,,,,,,,,,,WQS_NEW_DATA,Segment is Fully Supporting for 2024 cycle,S
IL_JRA-02,HABITAT ALTERATIONS,Aquatic Life,Meeting Criteria,,,,,,,,,,,,,,WQS_NEW_DATA,Segment is Fully Supporting for 2024 cycle,S
IL_JRA-02,DISSOLVED OXYGEN,Aquatic Life,Meeting Criteria,,,,,,,,,,,,,,WQS_NEW_DATA,Segment is Fully Supporting for 2024 cycle,S
IL_JRB,DISSOLVED OXYGEN,Aquatic Life,Meeting Criteria,,,,,,,,,,,,,,WQS_NEW_DATA,Segment is Fully Supporting for 2024 cycle,S
IL_JRB,FLOW ALTERATION-CHANGES IN DEPTH AND FLOW VELOCITY,Aquatic Life,Meeting Criteria,,,,,,,,,,,,,,WQS_NEW_DATA,Segment is Fully Supporting for 2024 cycle,S
IL_JRB,HABITAT ALTERATIONS,Aquatic Life,Meeting Criteria,,,,,,,,,,,,,,WQS_NEW_DATA,Segment is Fully Supporting for 2024 cycle,S
IL_JRB,LOSS OF INSTREAM COVER,Aquatic Life,Meeting Criteria,,,,,,,,,,,,,,WQS_NEW_DATA,Segment is Fully Supporting for 2024 cycle,S
IL_JVA,HABITAT ALTERATIONS,Aquatic Life,Meeting Criteria,,,,,,,,,,,,,,WQS_NEW_DATA,Segment is Fully Supporting for 2024 cycle,S
IL_JVA,ALTERATION IN STREAM-SIDE OR LITTORAL VEGETATIVE COVERS,Aquatic Life,Meeting Criteria,,,,,,,,,,,,,,WQS_NEW_DATA,Segment is Fully Supporting for 2024 cycle,S
IL_JZGA,HABITAT ALTERATIONS,Aquatic Life,Cause,Not meeting threshold,,,S,N,2024,,,,,,,ObservGuideline,,,
